430	430	1	10
431	431	1	1
432	432	1	2
433	433	1	3
434	434	1	4
435	435	1	5
436	436	1	6
437	437	1	7
438	438	1	8
439	439	1	9
440	440	1	10
441	441	1	1
442	442	1	2
443	443	1	3
444	444	1	4
445	445	1	5
446	446	1	6
447	447	1	7
448	448	1	8
449	449	1	9
450	450	1	10
451	451	1	1
452	452	1	2
453	453	1	3
454	454	1	4
455	455	1	5
456	456	1	6
457	457	1	7
458	458	1	8
459	459	1	9
460	460	1	10
461	461	1	1
462	462	1	2
463	463	1	3
464	464	1	4
465	465	1	5
466	466	1	6
467	467	1	7
468	468	1	8
469	469	1	9
470	157	1	10
471	471	1	1
472	472	1	2
473	473	1	3
474	181	1	4
475	475	1	5
476	476	1	6
477	477	1	7
478	478	1	8
479	479	1	9
480	480	1	10
481	481	1	1
482	482	1	2
483	483	1	3
484	484	1	4
485	485	1	5
486	486	1	6
487	487	1	7
488	488	1	8
489	489	1	9
490	490	1	10
491	491	1	1
492	492	1	2
493	493	1	3
494	494	1	4
495	495	1	5
496	496	1	6
497	497	1	7
498	498	1	8
499	499	1	9
500	500	1	10
